group,dim,n_train,n_eval,uar,recall_C,recall_NC,speaker_top1,speaker_nmi,n_pseudo_classes,label_gain,speaker_gain,ratio_honesty,subtractive_honesty_lam0p5,subtractive_honesty_lam1,subtractive_honesty_lam2
G1_voicing,9,8554,4798,0.5831256500912145,0.43366336633663366,0.7325879338457955,0.011046269278866195,0.2475924641487155,210,0.08312565009121453,0.006284364516961433,11.411517078484863,0.07998346783273381,0.0768412855742531,0.07055692105729167
G2_prosody,10,8554,4798,0.5679969464451686,0.6435643564356436,0.4924295364546937,0.019383076281784078,0.3543322579940373,210,0.06799694644516863,0.014621171519879315,4.3528711248472325,0.060686360685228966,0.05337577492528931,0.038754603405409996
G3_voice_quality,14,8554,4798,0.5590791364251729,0.5069306930693069,0.6112275797810389,0.02334305960817007,0.4315561165188964,210,0.05907913642517293,0.018581154846265307,3.017142599045481,0.049788559002040274,0.04049798157890762,0.021916826732642315
G4_energy,11,8554,4798,0.6417818092081745,0.6772277227722773,0.6063358956440718,0.018132555231346395,0.3164759363084354,210,0.14178180920817451,0.013370650469441633,9.866067615357107,0.1350964839734537,0.12841115873873288,0.11504050826929124
G4_gain_invariant,7,8554,4798,0.6318227000897154,0.6594059405940594,0.6042394595853715,0.01271363067944977,0.25839417126876324,210,0.13182270008971542,0.007951725917545008,14.725953553978728,0.12784683713094291,0.12387097417217041,0.1159192482546254
G6_spectral_shape,21,8554,4798,0.605029140230585,0.5603960396039604,0.6496622408572094,0.03397248853689037,0.43939516097385034,210,0.10502914023058496,0.029210583774985605,3.47656771589926,0.09042384834309215,0.07581855645559936,0.04660797268061375
G8_ood_mahalanobis,1,8554,4798,0.43335662706731887,0.6,0.26671325413463776,0.0072947061275531475,0.06504957423660467,210,-0.06664337293268113,0.002532801365648385,-18.86417209319944,-0.06790977361550532,-0.06917617429832952,-0.07170897566397791
